,Job Title,Job Type,Company Name,Posted Date,Cities,States,Stipend,Start Date,Duration,Numer of Openings,Late date to apply
1425,SOLID WASTE MANAGEMENT TRAINEE,Full Time,nagar panchayat koeripur,25-04-2023,Koeripur,Uttar Pradesh,Unpaid,Immediately,1 Months,10,05-06-2023
1426,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Palika Parishad Mohamdabad,25-04-2023,Mohamdabad,Uttar Pradesh,Unpaid,Immediately,2 Months,5,30-04-2023
1427,SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Panchayat Amila,25-04-2023,Mau,Uttar Pradesh,Unpaid,Immediately,3 Months,3,27-04-2023
1428,SBM-U TULIP INTERNSHIPS,Part Time,Kadapa Municipal Corporation,25-04-2023,Cuddapah,Andhra Pradesh,3000 /month,Immediately,3 Months,8,27-04-2023
1429,SWACCH BHARAT MISSION URBAN,Part Time,Nagar Panchayat Bhadarsa Ayodhya,25-04-2023,Faizabad,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023
1430,SOLID WASTE MANAGEMENT INTERN 2023,Full Time,Punjab Municipal Infrastructure Development Company,25-04-2023,Chandigarh,Punjab,12000 /month,Immediately,6 Months,2,04-06-2023
1431,OFFICE WORK,Full Time,Nagar panchayat pilkhana aligarh,25-04-2023,Aligarh,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-06-2024
1432,SBM URBAN,Full Time,Nagar Panchayat Gunnaur,25-04-2023,Gunnaur,Uttar Pradesh,Unpaid,Immediately,3 Months,5,31-05-2023
1433,SWACHH BHARAT MISSION INTERNS,Part Time,Nagar Pachayat Babhnan Bazar,25-04-2023,Basti,Uttar Pradesh,Unpaid,Immediately,2 Weeks,1,27-04-2023
1434,THE URBAN LEARNING INTERNSHIP PROGRAM (TULIP),Full Time,Bhopal Municipal Corporation,25-04-2023,Bhopal,Madhya Pradesh,Unpaid,Immediately,2 Months,25,25-05-2023
1435,SWACHH BHARAT MISSION INTERNS,Part Time,"Nagar Panchayat Harraiya, Basti",25-04-2023,Harraiya,Uttar Pradesh,Unpaid,Immediately,2 Weeks,1,27-04-2023
1436,SWACHH BHARAT MISSION INTERNS,Part Time,Nagar Panchayat Rudrapur,25-04-2023,Deoria,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-05-2023
1437,SWACHH BHARAT MISSION INTERNS,Part Time,Nagar Panchayat Thanabhawan Distt Shamli,25-04-2023,Saharanpur,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023
1438,SWACHH BHARAT MISSION INTERNS,Part Time,NAGAR PANCHAYAT BANKATI,25-04-2023,Basti,Uttar Pradesh,Unpaid,Immediately,2 Weeks,1,27-04-2023
1439,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Palika Parishad Kandhla district shamli,25-04-2023,Kairana,Uttar Pradesh,Unpaid,Immediately,6 monts,1,28-06-2024
1440,SWACCH BHARAT MISSION,Full Time,Nagar Palika Parishad Nanpara,25-04-2023,Bahraich,Uttar Pradesh,Unpaid,Immediately,1 Months,3,30-07-2024
1441,SBM-U TULIP INTERNSHIPS,Full Time,Nagar Panchayat Rajpur,25-04-2023,Kanpur Dehat,Uttar Pradesh,Unpaid,Immediately,1 Months,1,05-10-2023
1442,AWARENESS,Full Time,NAGAR PANCHAYAT SARAIMIR,25-04-2023,Azamgarh,Uttar Pradesh,Unpaid,Immediately,4 Weeks,4,05-06-2023
1443,SOLID WASTE MANAGEMENT TRAINEE,Part Time,NPP Puranpur,25-04-2023,Puranpur,Uttar Pradesh,Unpaid,Immediately,12 Weeks,1,30-04-2023
1444,MASTER TRAINER,Part Time,NPP Puranpur,25-04-2023,Puranpur,Uttar Pradesh,Unpaid,Immediately,12 Weeks,2,30-04-2023
1445,SOLID WASTE MANAGEMENT TRAINEE NPP MAINPURI,Full Time,NAGAR PALIKA MAINPURI,25-04-2023,Mainpuri,Uttar Pradesh,Unpaid,Immediately,1 Weeks,5,12-05-2023
1446,SBU,Part Time,NAGAR PALIKA PARISHAD ACHHNERA,26-04-2023,Agra,Uttar Pradesh,Unpaid,Immediately,4 Weeks,2,05-05-2023
1447,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parishad Baruasagar,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023
1448,SBM INTERNSHIP,Full Time,Nagar Panchayat Kanchausi,26-04-2023,Kanpur Dehat,Uttar Pradesh,Unpaid,Immediately,1 Months,1,05-10-2023
1449,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parishad Samthar,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,05-05-2023
1450,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PALIKA PARISHAD GURSARAI,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023
1451,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,nagar panchayat erach,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023
1452,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PANCHAYAT  TONDI FATEHPUR,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023
1453,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Panchayat Baragaon,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023
1454,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PANCHAYAT GARAUTHA,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,1 Months,2,10-05-2023
1455,OFFICE MANEGMENT,Part Time,"Nagar Panchayat Nighasan, Kheri",26-04-2023,Nighasan,Uttar Pradesh,Unpaid,Immediately,2 Months,10,10-05-2023
1456,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PALIKA PARISHAD JHINJHAK,26-04-2023,Kanpur,Uttar Pradesh,Unpaid,Immediately,3,1,20-05-2023
1457,INTERNSHIP IN OFFICE MANAGEMENT,Full Time,Nagar palika parishad mallawan hardoi,26-04-2023,Hardoi,Uttar Pradesh,Unpaid,Immediately,1 Months,2,30-04-2023
1458,TECHNICAL SUPPORT,Full Time,Alampur municipality,26-04-2023,Jogulamba Gadwal,Telangana,5000 /month,Immediately,2 Months,1,07-05-2023
1459,OFFICE WORK,Full Time,nagar panchayat jattari,26-04-2023,Aligarh,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-07-2024
1460,OFFICE WORK,Full Time,NAGAR PANCHAYAT VIJAYGARH ALIGARH,26-04-2023,Aligarh,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-07-2024
1461,OFFICE ASSISTANT,Part Time,Nagar Panchayat Khadda  Kushinagar,26-04-2023,Kushinagar,Uttar Pradesh,Unpaid,Immediately,2 Months,2,30-04-2023
1462,WASTE MANAGEMENT INTERN,Full Time,Municipal Council Wanadongari,26-04-2023,Nagpur,Maharashtra,Unpaid,Immediately,2 Months,1,10-07-2023
1463,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION  URBAN,Part Time,NAGAR PANCHAYAT JAHANABAD,26-04-2023,Pilibhit,Uttar Pradesh,Unpaid,Immediately,12 Weeks,2,30-04-2023
1464,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION  URBAN,Part Time,Nagar Panchayat Guladiya Bhindara,27-04-2023,Pilibhit,Uttar Pradesh,Unpaid,Immediately,12 Weeks,2,30-04-2023
1465,SBM-U TULIP INTERNSHIPS,Full Time,Kadapa Municipal Corporation,27-04-2023,Cuddapah,Andhra Pradesh,Unpaid,Immediately,3 Months,5,28-04-2023
1466,COMMUNICATION INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Khaga,27-04-2023,Khaga,Uttar Pradesh,Unpaid,Immediately,1 Months,1,10-05-2023
1467,SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT BHARAT BHARI,27-04-2023,Siddharth Nagar,Uttar Pradesh,Unpaid,Immediately,8 Weeks,2,06-05-2023
1468,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Pakila Parishad Unnao,27-04-2023,Unnao,Uttar Pradesh,Unpaid,Immediately,1 Months,5,31-05-2023
1469,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,NPP Shikohabad,27-04-2023,Shikohabad,Uttar Pradesh,Unpaid,Immediately,1 Months,2,30-04-2023
1470,SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Part Time,Nagar Panchayat Neoria Husainpur,27-04-2023,Pilibhit,Uttar Pradesh,Unpaid,Immediately,12 Weeks,2,30-04-2023
1471,COMMUNICATION INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,NAGAR PANCHAYAT HATHGAM,27-04-2023,Fatehpur,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-05-2023
1472,SOLID WASTE MANAGEMENT TRAINEE,Part Time,Nagar Panchayat Sarila,27-04-2023,Hamirpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,30-04-2023
1473,SBM INTERNSHIP,Full Time,Nagar Palika Parishad Gursahaiganj,27-04-2023,Gurshaiganj,Uttar Pradesh,Unpaid,Immediately,3 Months,2,02-05-2023
1474,COMMUNICATION INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Palika Parishad Bindki,27-04-2023,Bindki,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023
1475,SWACHH BHARAT MISSION INTERNS,Part Time,NAGAR PANCHAYAT SIKANDARPUR,27-04-2023,Sikandarpur,Uttar Pradesh,1500 /month,Immediately,1 Months,1,29-04-2023
1476,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NPP Shikohabad,27-04-2023,Shikohabad,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-04-2023
1477,SURVEY OF SWACHH BHARAT MISSION,Full Time,Nagar Palika Parishad Ghatampur,27-04-2023,Ghatampur,Uttar Pradesh,Unpaid,Immediately,2 Months,10,31-05-2023
1478,CIVIL ENGINEER (INTERN),Full Time,NAGAR NIGAM GORAKHPUR,27-04-2023,Gorakhpur,Uttar Pradesh,Unpaid,Immediately,2 Months,4,06-05-2023
1479,SWACHH BHARAT MISSION (INTERN),Full Time,NAGAR NIGAM GORAKHPUR,27-04-2023,Gorakhpur,Uttar Pradesh,Unpaid,Immediately,2 Months,3,06-05-2023
1480,SANITATION AND SOLID WASTE MANAGEMENT INTERN,Full Time,NAGAR NIGAM GORAKHPUR,27-04-2023,Gorakhpur,Uttar Pradesh,Unpaid,Immediately,2 Months,3,06-05-2023
1481,SWACHH BHARAT MISSION INTERN (IEC),Full Time,NAGAR NIGAM GORAKHPUR,27-04-2023,Gorakhpur,Uttar Pradesh,Unpaid,Immediately,2 Months,3,06-05-2023
1482,OFFICE ASSISTANT,Part Time,nagar panchayat sewarhi,27-04-2023,Kushinagar,Uttar Pradesh,Unpaid,Immediately,2 Months,2,30-04-2023
1483,SWACHH BHARAT MISSION INTERNS,Part Time,Nagar palika parishad basti,27-04-2023,Basti,Uttar Pradesh,Unpaid,Immediately,2 Weeks,6,29-04-2023
1484,SBM 2.0 INTERNSHIP,Full Time,Nagar Panchayat Manikpur,27-04-2023,Chitrakoot,Uttar Pradesh,Unpaid,Immediately,1 Months,5,05-05-2023
1485,SBM INTERNSHIP,Full Time,Nagar Palika Parishad Rampur,27-04-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,3 Months,10,31-05-2023
1486,SBM 2.0 INTERNSHIP,Full Time,NAGAR PANCHAYAT RAJAPUR,27-04-2023,Chitrakoot,Uttar Pradesh,Unpaid,Immediately,1 Months,5,10-06-2024
1487,"IEC, SOLID WASTE MANAGMENT IN MOHAMMDI, KHERI",Full Time,Nagar Palika Parishad Mohammdi,27-04-2023,Kheri,Uttar Pradesh,Unpaid,Immediately,2 Months,10,15-05-2023
1488,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Panchayat Garhipukhta district shamli,27-04-2023,Garhipukta,Uttar Pradesh,Unpaid,Immediately,2 Months,1,03-06-2023
1489,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parishad Nakur,27-04-2023,Nakur,Uttar Pradesh,10000 /month,Immediately,1 month,1,05-11-2023
1490,IEC INTERN,Full Time,NAGAR PANCHAYAT RASHULABAD KANPUR DEHAT,27-04-2023,Kanpur,Uttar Pradesh,Unpaid,Immediately,6 Months,1,04-05-2023
1491,SBM INTERNSHIP,Part Time,Nagar Panchayat Uska Bazar,27-04-2023,Siddharthnagar,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1,31-10-2024
1492,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,NPP Tundla,27-04-2023,Firozabad,Uttar Pradesh,Unpaid,Immediately,1 Months,1,30-04-2023
1493,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NPP Tundla,27-04-2023,Firozabad,Uttar Pradesh,Unpaid,Immediately,1 Months,1,30-04-2023
1494,COMPUTER OPERATOR,Part Time,Nagar Panchayat Shergarh,27-04-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,1 Months,2,27-04-2023
1495,SBM URBAN INTERNSHIP,Full Time,NAGAR PANCHAYAT SARAIMIR,27-04-2023,Azamgarh,Uttar Pradesh,Unpaid,Immediately,8 Weeks,4,05-05-2023
1496,COMPUTER OPRATOR,Full Time,"NAGAR PANCHAYAT HARDUAGANJ, Aligarh",27-04-2023,Harduaganj,Uttar Pradesh,Unpaid,Immediately,2 Months,1,05-05-2023
1497,SBM-U INTERNSHIP (TULIP),Part Time,Kadapa Municipal Corporation,28-04-2023,Cuddapah,Andhra Pradesh,Unpaid,Immediately,3 Months,10,30-04-2023
1498,INTERNSHIP IN INFORMATION TECHNOLOGY,Full Time,NAGAR PALIKA PARISHAD KIRATPUR,28-04-2023,Bijnore,Uttar Pradesh,6000 /month,Immediately,2 Months,2,18-05-2023
1499,COMMUNICATION INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Kora Jahanabad,28-04-2023,Fatehpur,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-05-2023
1500,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PANCHAYAT NANAUTA,28-04-2023,Saharanpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,01-05-2023
1501,COMMUNICATION INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Kishanpur,28-04-2023,Fatehpur,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-05-2023
1502,SWACHH BHARAT MISSION INTERNS,Part Time,BARIYARPUR,28-04-2023,Deoria,Uttar Pradesh,Unpaid,Immediately,2 Months,1,05-05-2023
1503,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Palika Parishad Ghazipur,28-04-2023,Ghazipur,Uttar Pradesh,Unpaid,Immediately,2 Months,10,30-05-2023
1504,SWACCH BHARAT MISSION URBAN,Part Time,Nagar Palika Paridhad Bela Pratapgarh,28-04-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,5,15-05-2023
1505,CLEANLINESS EXPOSURE,Full Time,NAGAR PANCHYAT MAHUL AZAMGARH,28-04-2023,Azamgarh,Uttar Pradesh,Unpaid,Immediately,1 Months,5,30-04-2023
1506,SANITATION AND SOLID WASTE MANAGEMENT,Full Time,Nagar Panchayat Kopaganj,28-04-2023,Mau,Uttar Pradesh,Unpaid,Immediately,3 Months,3,04-05-2023
1507,SBM INTERNSHIP,Full Time,Nagar Palika Parishad Muradnagar,28-04-2023,Ghaziabad,Uttar Pradesh,Unpaid,Immediately,2 Months,25,31-05-2023
1508,SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar palika parishad Etawah,28-04-2023,Etawah,Uttar Pradesh,Unpaid,Immediately,2 Weeks,6,09-04-2024
1509,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PANCHAYAT FAIZGANJ,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023
1510,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NP Islamnagar,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,02 Months,1,31-03-2025
1511,COMMUNICATION INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Palika Parishad Fatehpur,28-04-2023,Fatehpur,Uttar Pradesh,Unpaid,Immediately,3 Months,6,05-03-2024
1512,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PALIKA PARISHAD BUDAUN,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,5,25-05-2023
1513,SBM INTERNSHIP,Full Time,NAGAR PALIKA PARISHAD RAEBARELI,28-04-2023,Raibareli,Uttar Pradesh,Unpaid,Immediately,1 Months,5,10-05-2023
1514,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Palika Parishad Sahaswan,28-04-2023,Sahaswan,Uttar Pradesh,Unpaid,Immediately,2 Months,2,25-05-2023
1515,SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT SALON RAEBARELI,28-04-2023,Salon,Uttar Pradesh,Unpaid,Immediately,1 Months,1,12-05-2023
1516,DATA ANALYST (INTERN),Part Time,Nagar Palika Parishad Mirzapur,28-04-2023,Mirzapur,Uttar Pradesh,Unpaid,Immediately,8 Weeks,2,29-04-2023
1517,SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT MAHARAJGANJ RAEBARELI,28-04-2023,Raibareli,Uttar Pradesh,Unpaid,Immediately,1 Months,1,12-05-2023
1518,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PALIKA PARISHAD SIRSAGANJ,28-04-2023,Firozabad,Uttar Pradesh,Unpaid,Immediately,1 Months,2,05-05-2023
1519,SOCIAL MEDIA INTERN,Full Time,Nagar palika parishad Etawah,28-04-2023,Etawah,Uttar Pradesh,Unpaid,Immediately,1 month,6,09-05-2023
1520,SOLID WASTE MANAGEMENT INTERN,Part Time,NAGAR PANCHAYAT AKBARPUR,28-04-2023,Akbarpur,Uttar Pradesh,2500 /month,Immediately,3 Months,1,10-05-2023
1521,TULIP INTERNS PROGRAM MANAGEMENT PROGRAM,Full Time,Nagar Panchayat Warhapur,28-04-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023
1522,SOCIAL MEDIA INTERN,Full Time,Nagar Panchayat Bakewar,28-04-2023,Etawah,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2023
1523,SWACHHAGRAHI,Full Time,JAMMU MUNICIPAL CORPORATION,28-04-2023,Jammu,Jammu And Kashmir,11000 /month,Immediately,2 Months,50,10-05-2023
1524,SWACHH BHARAT MISSION INTERNS,Part Time,NAGAR PANCHAYAT BANAT,28-04-2023,Banat,Uttar Pradesh,Unpaid,Immediately,2 Months,1,01-06-2023
1525,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NP MUNDIYA,28-04-2023,Badaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023
1526,SWACCH BHARAT MISSION URBAN,Full Time,Nagar Panchayat Pratapgarh City,28-04-2023,Pratabgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023
1527,SWACHH BHARAT MISSION INTERNS,Part Time,Nagar Panchayat Unn district SHAMLI,28-04-2023,Shamli,Uttar Pradesh,Unpaid,Immediately,2 Months,1,01-06-2023
1528,SBM INTERNSHIP,Full Time,NAGAR PALIKA PARISHAD MODINAGAR,28-04-2023,Modinagar,Uttar Pradesh,Unpaid,Immediately,1 Months,5,22-05-2023
1529,SWACHH BHARAT MISSION INTERNS,Full Time,NPP Aliganj,28-04-2023,Aliganj,Uttar Pradesh,Unpaid,Immediately,1 Months,2,12-06-2023
1530,SWACHH BHARAT MISSION INTERNS,Part Time,Nagar Panchayat Raniganj,28-04-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023
1531,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NP SAKHANU,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023
1532,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Panchayat Ailum,28-04-2023,Shamli,Uttar Pradesh,Unpaid,Immediately,2 Months,1,24-06-2023
1533,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Panchayat Kunda Pratapgarh,28-04-2023,Kunda,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023
1534,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Panchayat Manikpur,28-04-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023
1535,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parishad Bilsi,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-07-2024
1536,SWACHH BHARAT MISSION INTERNS,Part Time,Nagar Panchayat Jhinjhana district shamli,28-04-2023,Jhinjhana,Uttar Pradesh,Unpaid,Immediately,2 Months,1,01-06-2023
1537,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NP Usawan,28-04-2023,Badaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023
1538,SWACCH BHARAT MISSION,Full Time,Nagar Palika Parishad Etah,28-04-2023,Etah,Uttar Pradesh,Unpaid,Immediately,2 Months,5,10-05-2023
1539,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,Nagar Panchayat Kachhwa,28-04-2023,Mirzapur,Uttar Pradesh,Unpaid,Immediately,9 Weeks,1,20-05-2023
1540,SOLID WASTE MANAGEMENT TRAINEE,Part Time,Nagar Panchayat Gohand Hamirpur,28-04-2023,Gohand Hamirpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,30-04-2023
1541,SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Part Time,NP Chiraiyakot Mau,28-04-2023,Mau,Uttar Pradesh,Unpaid,Immediately,4 Months,5,06-05-2023
1542,ONLINE TEACHNICAL SUPPORT SOLID WASTE MANAGEMENT TRANEE NP BEWAR,Full Time,Nagar Panchayat,28-04-2023,Mainpuri,Uttar Pradesh,Unpaid,Immediately,1 Weeks,1,11-05-2023
1543,SWACHH BHARAT MISSION INTERNS,Part Time,Nagar Palika Parishad Kairana District Shamli,28-04-2023,Kairana,Uttar Pradesh,Unpaid,Immediately,2 Months,2,01-06-2023
1544,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,NAGAR PALIKA PARISHAD BISAULI DISTRICT BUDAUN,28-04-2023,Bisauli,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023
1545,SBM INTERNSHIP,Full Time,Nagar Panchayat Kampil,28-04-2023,Farrukhabad,Uttar Pradesh,Unpaid,Immediately,1 Weeks,1,28-04-2023
1546,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Panchayat Narauli,28-04-2023,Sambhal,Uttar Pradesh,Unpaid,Immediately,3 Months,5,31-05-2023
1547,SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN NP BHOGAON,Full Time,Local Bodies,28-04-2023,Mainpuri,Uttar Pradesh,Unpaid,Immediately,1 Weeks,1,13-05-2023
1548,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NP Wazirganj,28-04-2023,Badaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023
1549,SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT UNCHAHAR RAEBARELI,28-04-2023,Raibareli,Uttar Pradesh,Unpaid,Immediately,1 Months,1,12-05-2023
1550,SWACHH  BHARATH MISSION URBAN 2,Full Time,NAGAR PANCHAYAT CHAIL KAUSHAMBI,28-04-2023,Kaushambi,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-04-2023
1551,SBM INTERNSHIP,Full Time,Nagar Panchayat Bisharatganj Bareilly,28-04-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,1 Months,2,15-05-2023
1552,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NPP KAKRALA,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023
1553,SOCIAL MEDIA INTERN,Full Time,Nagar palika parishad Etawah,28-04-2023,Etawah,Uttar Pradesh,Unpaid,Immediately,2 Months,6,09-05-2023
1554,SOLID WASTE MANAGEMENT INTERN,Full Time,Firozabad Municipal Corporation,28-04-2023,Firozabad,Uttar Pradesh,Unpaid,Immediately,2 Months,10,30-04-2023
1555,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Part Time,Nagar Panchayat Shahbad,28-04-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1,30-04-2023
1556,SOCIAL MEDIA HANDLING,Full Time,Nagar Palika Parishad Seohara,28-04-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,2,20-05-2023
1557,AWARENESS PROGRAMME,Full Time,Nagar Palika Parishad Seohara,28-04-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-05-2023
1558,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NP GULADIYA,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-07-2024
1559,"SOCIAL DEVELOPMENT, PUBLIC RELATION AND MEDIA MANAGEMENT",Full Time,Nagar Panchayat Ghosi,28-04-2023,Ghosi Mau,Uttar Pradesh,5000 /month,Immediately,6 Months,1,29-04-2023
1560,SWACHH BHARAT MISSION INTERNS,Virtual Internship,NAGAR PALIKA PARISHAD CHANDAUSI,28-04-2023,Sambhal,Uttar Pradesh,Unpaid,Immediately,3 Months,2,31-05-2023
1561,SWACHH BHARAT MISSION INTERNS,Virtual Internship,Nagar Palika Parishad Sambhal,28-04-2023,Sambhal,Uttar Pradesh,Unpaid,Immediately,3 Months,2,31-05-2023
1562,SOLID WASTE MANAGEMENT INTERN,Full Time,NAGAR PALIKA PARISHAD BHARWARI KAUSHAMBI,28-04-2023,Bharwari,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-04-2023
1563,SWACHH BHARAT MISSION,Part Time,Nagar Palika Parishad Sikandra Rao,28-04-2023,Sikandra Rao,Uttar Pradesh,Unpaid,Immediately,6 Months,1,19-05-2023
1564,SWACHH BHARAT MISSION INTERNS,Virtual Internship,Nagar Panchayat Gunnaur,28-04-2023,Gunnaur,Uttar Pradesh,Unpaid,Immediately,3 Months,5,31-05-2023
